asin	fnsku	product_name	fulfillment_center	country_code	longest_side	median_side	shortest_side	measurement_units	weight	weight_units	item_volume	volume_units	product_size_tier	average_quantity_on_hand	average_quantity_pending_removal	estimated_total_item_volume	month_of_charge	storage_utilization_ratio	storage_utilization_ratio_units	base_rate	utilization_surcharge_rate	avg_qty_for_sus	est_vol_for_sus	est_base_msf	est_sus	currency	estimated_monthly_storage_fee	dangerous_goods_storage_type	eligible_for_inventory_discount	qualifies_for_inventory_discount	total_incentive_fee_amount	breakdown_incentive_fee_amount	average_quantity_customer_orders
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SCO1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.19	0.0	0.0173	2025-01	5.9	weeks	0.78	0.0	1.48	0.008	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SDF1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.03	0.0	2.0E-4	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SDF6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.13	0.0	7.0E-4	2025-01	5.9	weeks	0.78	0.0	0.13	7.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SDF8	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.9	0.0	0.0091	2025-01	5.9	weeks	0.78	0.0	0.13	7.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.23	0.0	0.012	2025-01	5.9	weeks	0.78	0.0	0.42	0.0023	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.65	0.0	0.0035	2025-01	5.9	weeks	0.78	0.0	0.06	3.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.94	0.0	0.0103	2025-01	5.9	weeks	0.78	0.0	1.06	0.0058	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.65	0.0	0.0089	2025-01	5.9	weeks	0.78	0.0	0.29	0.0016	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.71	0.0	0.0093	2025-01	5.9	weeks	0.78	0.0	0.52	0.0028	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.23	0.0	0.0175	2025-01	5.9	weeks	0.78	0.0	1.35	0.0073	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL8	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.94	0.0	0.0213	2025-01	5.9	weeks	0.78	0.0	1.77	0.0096	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SGA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.19	0.0	0.0065	2025-01	5.9	weeks	0.78	0.0	0.48	0.0026	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SGA2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.97	0.0	0.0107	2025-01	5.9	weeks	0.78	0.0	1.0	0.0054	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SHV1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.26	0.0	0.0175	2025-01	5.9	weeks	0.78	0.0	1.39	0.0075	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SIA2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.71	0.0	0.0147	2025-01	5.9	weeks	0.78	0.0	0.9	0.0049	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SID1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.81	0.0	0.026	2025-01	5.9	weeks	0.78	0.0	1.77	0.0096	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SIL2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.87	0.0	0.0101	2025-01	5.9	weeks	0.78	0.0	0.81	0.0044	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SIN9	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.74	0.0	0.0094	2025-01	5.9	weeks	0.78	0.0	1.0	0.0054	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SKY2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.0	0.0	0.0054	2025-01	5.9	weeks	0.78	0.0	0.35	0.0019	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SLC1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.39	0.0	0.0225	2025-01	5.9	weeks	0.78	0.0	2.0	0.0108	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.48	0.0	0.0134	2025-01	5.9	weeks	0.78	0.0	0.55	0.003	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMA2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.19	0.0	0.0173	2025-01	5.9	weeks	0.78	0.0	1.23	0.0066	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMD1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.61	0.0	0.0087	2025-01	5.9	weeks	0.78	0.0	0.52	0.0028	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMF1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.29	0.0	0.0059	2025-01	5.9	weeks	0.78	0.0	0.29	0.0016	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.19
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMI1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.52	0.0	0.0082	2025-01	5.9	weeks	0.78	0.0	0.16	9.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMN1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.9	0.0	0.0157	2025-01	5.9	weeks	0.78	0.0	1.23	0.0066	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMO1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.97	0.0	0.0269	2025-01	5.9	weeks	0.78	0.0	1.32	0.0072	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SMO2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.68	0.0	0.0145	2025-01	5.9	weeks	0.78	0.0	0.87	0.0047	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNC2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.65	0.0	0.0089	2025-01	5.9	weeks	0.78	0.0	0.87	0.0047	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNC3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.97	0.0	0.0161	2025-01	5.9	weeks	0.78	0.0	1.58	0.0086	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNC6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.58	0.0	0.0086	2025-01	5.9	weeks	0.78	0.0	0.97	0.0052	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNE1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.23	0.0	0.0066	2025-01	5.9	weeks	0.78	0.0	0.32	0.0017	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNJ2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.61	0.0	0.0136	2025-01	5.9	weeks	0.78	0.0	0.06	3.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.1
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNJ3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.68	0.0	0.0251	2025-01	5.9	weeks	0.78	0.0	1.39	0.0075	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNL1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.45	0.0	0.0133	2025-01	5.9	weeks	0.78	0.0	0.71	0.0038	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SNV1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.84	0.0	0.0045	2025-01	5.9	weeks	0.78	0.0	0.32	0.0017	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SOH1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	37.58	0.0	0.2034	2025-01	5.9	weeks	0.78	0.0	9.45	0.0512	0.16	0.0	USD	0.16	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SOH2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.42	0.0	0.0129	2025-01	5.9	weeks	0.78	0.0	0.71	0.0038	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SOH3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.0	0.0	0.0054	2025-01	5.9	weeks	0.78	0.0	0.45	0.0024	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SOK1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.84	0.0	0.0262	2025-01	5.9	weeks	0.78	0.0	0.97	0.0052	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SOR3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.81	0.0	0.0152	2025-01	5.9	weeks	0.78	0.0	0.81	0.0044	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SPA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.9	0.0	0.0157	2025-01	5.9	weeks	0.78	0.0	0.32	0.0017	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SSC3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.52	0.0	0.0028	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STL8	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	5.94	0.0	0.0293	2025-01	5.9	weeks	0.78	0.0	1.35	0.0073	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.52
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STN1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.1	0.0	0.0059	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STW1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.55	0.0	0.0084	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STX2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.23	0.0	0.012	2025-01	5.9	weeks	0.78	0.0	0.16	9.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STX3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	42.84	0.0	0.2319	2025-01	5.9	weeks	0.78	0.0	1.26	0.0068	0.18	0.0	USD	0.18	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STX4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.81	0.0	0.0044	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STX5	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.58	0.0	0.0086	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STX6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.45	0.0	0.0187	2025-01	5.9	weeks	0.78	0.0	0.03	2.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	STX7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.97	0.0	0.0103	2025-01	5.9	weeks	0.78	0.0	0.03	2.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.06
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SUT1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.68	0.0	0.0154	2025-01	5.9	weeks	0.78	0.0	0.02	1.0E-4	0.01	0.0	USD	0.01	--	N	N	0.003493857951108872	COVID-19:0.0035	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SUT2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.13	0.0	7.0E-4	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SVA2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.9	0.0	0.0103	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SWA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.42	0.0	0.0077	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SWA2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.9	0.0	0.0103	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SWF2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.35	0.0	0.0019	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SWI1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.94	0.0	0.0159	2025-01	5.9	weeks	0.78	0.0	0.19	0.001	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SYR1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	57.42	0.0	0.3084	2025-01	5.9	weeks	0.78	0.0	0.29	0.0016	0.24	0.0	USD	0.24	--	N	N	0.0	--	0.45
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SYS3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.0	0.0	0.0217	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	TLH2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	22.0	0.0	0.1179	2025-01	5.9	weeks	0.78	0.0	0.23	0.0012	0.09	0.0	USD	0.09	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	TPA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	6.68	0.0	0.0332	2025-01	5.9	weeks	0.78	0.0	1.0	0.0054	0.03	0.0	USD	0.03	--	N	N	0.0	--	0.55
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	TPA4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	9.39	0.0	0.0503	2025-01	5.9	weeks	0.78	0.0	0.39	0.0021	0.04	0.0	USD	0.04	--	N	N	0.0	--	0.1
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	TUL2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	100.03	0.0	0.5363	2025-01	5.9	weeks	0.78	0.0	0.74	0.004	0.42	0.0	USD	0.42	--	N	N	0.0	--	0.97
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	TUS2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.1	0.0	0.0215	2025-01	5.9	weeks	0.78	0.0	0.13	7.0E-4	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.13
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	TYS1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	11.94	0.0	0.0637	2025-01	5.9	weeks	0.78	0.0	0.55	0.003	0.05	0.0	USD	0.05	--	N	N	0.0	--	0.16
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	VGT1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	39.1	0.0	0.1973	2025-01	5.9	weeks	0.78	0.0	0.9	0.0049	0.15	0.0	USD	0.15	--	N	N	0.0	--	2.65
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	XMD3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	442.23	0.0	2.394	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	1.87	0.0	USD	1.87	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	XPH8	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	232.0	0.0	1.256	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.98	0.0	USD	0.98	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	XSL2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	198.0	0.0	1.0719	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.84	0.0	USD	0.84	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	YYZ7	CA	14.61	8.1	1.3	centimeters	0.01	kilograms	2.0E-4	cubic meters	Standard-Size	1.0	0.0	2.0E-4	2025-01	>52	weeks	36.0	0.0	1.0	2.0E-4	0.01	0.0	CAD	0.01	--	N	N	0.0	--	0.0